PKEY,YEAR,STATE,TYPEOFPRODUCER,ENERGYSOURCE,C02,S02,N0X
25935,2008,RI,ELECTRIC UTILITY,ALL SOURCES,8822,4,98
25936,2008,RI,ELECTRIC UTILITY,PETROLEUM,8822,4,98
25937,2008,RI,IPP NAICS-22 NON-COGEN,ALL SOURCES,2878657,17,3000
25938,2008,RI,IPP NAICS-22 NON-COGEN,NATURAL GAS,2871341,13,415
25939,2008,RI,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,1,2581
25940,2008,RI,IPP NAICS-22 NON-COGEN,PETROLEUM,7316,3,4
25941,2008,RI,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,2987521,101,3257
25942,2008,RI,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,2958968,13,552
25943,2008,RI,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,1,2581
25944,2008,RI,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,28553,87,124
25945,2008,SC,COMMERCIAL COGEN,ALL SOURCES,87273,8,396
25946,2008,SC,COMMERCIAL COGEN,NATURAL GAS,0,0,21
25947,2008,SC,COMMERCIAL COGEN,OTHER,84855,8,369
25948,2008,SC,COMMERCIAL COGEN,PETROLEUM,2418,0,6
25949,2008,SC,COMMERCIAL NON-COGEN,ALL SOURCES,33,0,1
25950,2008,SC,COMMERCIAL NON-COGEN,PETROLEUM,33,0,1
25951,2008,SC,ELECTRIC UTILITY,ALL SOURCES,40514176,142989,40495
25952,2008,SC,ELECTRIC UTILITY,COAL,38382676,142684,38347
25953,2008,SC,ELECTRIC UTILITY,NATURAL GAS,1979750,10,961
25954,2008,SC,ELECTRIC UTILITY,OTHER BIOMASS,0,0,793
25955,2008,SC,ELECTRIC UTILITY,WOOD AND WOOD DERIVED FUELS,0,0,211
25956,2008,SC,ELECTRIC UTILITY,PETROLEUM,151750,295,183
25957,2008,SC,INDUSTRIAL COGEN,ALL SOURCES,1029393,10719,1728
25958,2008,SC,INDUSTRIAL COGEN,COAL,722668,4541,448
25959,2008,SC,INDUSTRIAL COGEN,NATURAL GAS,6973,0,7
25960,2008,SC,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,3617,993
25961,2008,SC,INDUSTRIAL COGEN,OTHER,235928,2380,269
25962,2008,SC,INDUSTRIAL COGEN,PETROLEUM,63824,181,11
25963,2008,SC,IPP NAICS-22 COGEN,ALL SOURCES,212646,1,68
25964,2008,SC,IPP NAICS-22 COGEN,NATURAL GAS,212646,1,68
25965,2008,SC,IPP NAICS-22 NON-COGEN,ALL SOURCES,699243,2685,949
25966,2008,SC,IPP NAICS-22 NON-COGEN,COAL,352367,2683,836
25967,2008,SC,IPP NAICS-22 NON-COGEN,NATURAL GAS,346869,2,113
25968,2008,SC,IPP NAICS-22 NON-COGEN,PETROLEUM,7,0,0
25969,2008,SC,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,42542764,156402,43637
25970,2008,SC,TOTAL ELECTRIC POWER INDUSTRY,COAL,39457711,149908,39631
25971,2008,SC,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,2546238,13,1170
25972,2008,SC,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,0,793
25973,2008,SC,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,3617,1204
25974,2008,SC,TOTAL ELECTRIC POWER INDUSTRY,OTHER,320783,2388,638
25975,2008,SC,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,218032,476,201
25976,2008,SD,COMMERCIAL NON-COGEN,ALL SOURCES,25,0,1
25977,2008,SD,COMMERCIAL NON-COGEN,PETROLEUM,25,0,1
25978,2008,SD,ELECTRIC UTILITY,ALL SOURCES,4037936,12759,13215
25979,2008,SD,ELECTRIC UTILITY,COAL,3848246,12447,12812
25980,2008,SD,ELECTRIC UTILITY,NATURAL GAS,140605,0,239
25981,2008,SD,ELECTRIC UTILITY,OTHER BIOMASS,0,0,0
25982,2008,SD,ELECTRIC UTILITY,OTHER,28026,310,117
25983,2008,SD,ELECTRIC UTILITY,PETROLEUM,21059,2,47
25984,2008,SD,IPP NAICS-22 NON-COGEN,ALL SOURCES,370,0,4
25985,2008,SD,IPP NAICS-22 NON-COGEN,PETROLEUM,370,0,4
25986,2008,SD,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,4038331,12759,13220
25987,2008,SD,TOTAL ELECTRIC POWER INDUSTRY,COAL,3848246,12447,12812
25988,2008,SD,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,140605,0,239
25989,2008,SD,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,0,0
25990,2008,SD,TOTAL ELECTRIC POWER INDUSTRY,OTHER,28026,310,117
25991,2008,SD,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,21454,2,52
25992,2008,TN,COMMERCIAL COGEN,ALL SOURCES,203215,892,525
25993,2008,TN,COMMERCIAL COGEN,COAL,141337,892,330
25994,2008,TN,COMMERCIAL COGEN,NATURAL GAS,61878,0,195
25995,2008,TN,ELECTRIC UTILITY,ALL SOURCES,53690293,188762,77729
25996,2008,TN,ELECTRIC UTILITY,COAL,53287295,188596,77352
25997,2008,TN,ELECTRIC UTILITY,NATURAL GAS,239196,1,173
25998,2008,TN,ELECTRIC UTILITY,PETROLEUM,163802,165,204
25999,2008,TN,INDUSTRIAL COGEN,ALL SOURCES,4776323,31006,3775
26000,2008,TN,INDUSTRIAL COGEN,COAL,4667660,23405,2663
26001,2008,TN,INDUSTRIAL COGEN,NATURAL GAS,61356,0,21
26002,2008,TN,INDUSTRIAL COGEN,OTHER GASES,0,0,49
26003,2008,TN,INDUSTRIAL COGEN,OTHER BIOMASS,0,152,121
26004,2008,TN,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,7240,914
26005,2008,TN,INDUSTRIAL COGEN,OTHER,0,0,1
26006,2008,TN,INDUSTRIAL COGEN,PETROLEUM,47307,209,6
26007,2008,TN,IPP NAICS-22 NON-COGEN,ALL SOURCES,1587,0,318
26008,2008,TN,IPP NAICS-22 NON-COGEN,NATURAL GAS,1587,0,2
26009,2008,TN,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,0,316
26010,2008,TN,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,58671418,220660,82347
26011,2008,TN,TOTAL ELECTRIC POWER INDUSTRY,COAL,58096292,212893,80345
26012,2008,TN,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,364017,1,391
26013,2008,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0,0,49
26014,2008,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,152,437
26015,2008,TN,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,7240,914
26016,2008,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER,0,0,1
26017,2008,TN,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,211109,374,210
26018,2008,TX,COMMERCIAL COGEN,ALL SOURCES,327700,1,1781
26019,2008,TX,COMMERCIAL COGEN,NATURAL GAS,327106,1,1766
26020,2008,TX,COMMERCIAL COGEN,PETROLEUM,594,0,15
26021,2008,TX,COMMERCIAL NON-COGEN,ALL SOURCES,432,0,109
26022,2008,TX,COMMERCIAL NON-COGEN,NATURAL GAS,8,0,1
26023,2008,TX,COMMERCIAL NON-COGEN,OTHER BIOMASS,0,0,99
26024,2008,TX,COMMERCIAL NON-COGEN,PETROLEUM,424,0,9
26025,2008,TX,ELECTRIC UTILITY,ALL SOURCES,79883613,138789,68943
26026,2008,TX,ELECTRIC UTILITY,COAL,62687085,138689,53870
26027,2008,TX,ELECTRIC UTILITY,NATURAL GAS,17176005,92,15059
26028,2008,TX,ELECTRIC UTILITY,PETROLEUM,20523,8,14
26029,2008,TX,INDUSTRIAL COGEN,ALL SOURCES,20064345,15263,47628
26030,2008,TX,INDUSTRIAL COGEN,NATURAL GAS,19851210,162,40668
26031,2008,TX,INDUSTRIAL COGEN,OTHER GASES,0,36,2915
26032,2008,TX,INDUSTRIAL COGEN,OTHER BIOMASS,0,25,381
26033,2008,TX,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,11110,3027
26034,2008,TX,INDUSTRIAL COGEN,PETROLEUM,213135,3930,637
26035,2008,TX,INDUSTRIAL NON-COGEN,ALL SOURCES,523572,1995,7170
26036,2008,TX,INDUSTRIAL NON-COGEN,NATURAL GAS,523441,3,3669
26037,2008,TX,INDUSTRIAL NON-COGEN,OTHER GASES,0,11,2729
26038,2008,TX,INDUSTRIAL NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,1981,763
26039,2008,TX,INDUSTRIAL NON-COGEN,PETROLEUM,131,0,9
26040,2008,TX,IPP NAICS-22 COGEN,ALL SOURCES,24839306,3063,10451
26041,2008,TX,IPP NAICS-22 COGEN,NATURAL GAS,23757132,117,8943
26042,2008,TX,IPP NAICS-22 COGEN,OTHER GASES,0,15,769
26043,2008,TX,IPP NAICS-22 COGEN,PETROLEUM,1082174,2931,739
26044,2008,TX,IPP NAICS-22 NON-COGEN,ALL SOURCES,127071256,297520,78908
26045,2008,TX,IPP NAICS-22 NON-COGEN,COAL,89731379,297119,58063
26046,2008,TX,IPP NAICS-22 NON-COGEN,NATURAL GAS,37275649,189,16301
26047,2008,TX,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,118,4499
26048,2008,TX,IPP NAICS-22 NON-COGEN,PETROLEUM,64228,94,45
26049,2008,TX,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,252710224,456631,214990
26050,2008,TX,TOTAL ELECTRIC POWER INDUSTRY,COAL,152418464,435808,111933
26051,2008,TX,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,98910551,564,86407
26052,2008,TX,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0,62,6413
26053,2008,TX,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,143,4979
26054,2008,TX,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,13091,3790
26055,2008,TX,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,1381209,6963,1468
26056,2008,US-TOTAL,COMMERCIAL COGEN,ALL SOURCES,9164731,33366,34445
26057,2008,US-TOTAL,COMMERCIAL COGEN,COAL,4154910,31620,9117
26058,2008,US-TOTAL,COMMERCIAL COGEN,NATURAL GAS,3587046,8,13699
26059,2008,US-TOTAL,COMMERCIAL COGEN,OTHER BIOMASS,0,1,7231
26060,2008,US-TOTAL,COMMERCIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,16,146
26061,2008,US-TOTAL,COMMERCIAL COGEN,OTHER,1123903,357,3287
26062,2008,US-TOTAL,COMMERCIAL COGEN,PETROLEUM,298872,1364,965
26063,2008,US-TOTAL,COMMERCIAL NON-COGEN,ALL SOURCES,841164,78,5998
26064,2008,US-TOTAL,COMMERCIAL NON-COGEN,NATURAL GAS,1472,0,62
26065,2008,US-TOTAL,COMMERCIAL NON-COGEN,OTHER BIOMASS,0,1,2813
26066,2008,US-TOTAL,COMMERCIAL NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,0,1
26067,2008,US-TOTAL,COMMERCIAL NON-COGEN,OTHER,828764,75,3003
26068,2008,US-TOTAL,COMMERCIAL NON-COGEN,PETROLEUM,10928,2,119
26069,2008,US-TOTAL,ELECTRIC UTILITY,ALL SOURCES,1618787114,4989425,2194457
26070,2008,US-TOTAL,ELECTRIC UTILITY,COAL,1443962710,4875759,2001318
26071,2008,US-TOTAL,ELECTRIC UTILITY,GEOTHERMAL,30758,0,0
26072,2008,US-TOTAL,ELECTRIC UTILITY,NATURAL GAS,148874319,947,136240
26073,2008,US-TOTAL,ELECTRIC UTILITY,OTHER GASES,4655,0,812
26074,2008,US-TOTAL,ELECTRIC UTILITY,OTHER BIOMASS,0,8,9153
26075,2008,US-TOTAL,ELECTRIC UTILITY,WOOD AND WOOD DERIVED FUELS,0,255,1993
26076,2008,US-TOTAL,ELECTRIC UTILITY,OTHER,471242,906,1788
26077,2008,US-TOTAL,ELECTRIC UTILITY,PETROLEUM,25443430,111550,43153
26078,2008,US-TOTAL,INDUSTRIAL COGEN,ALL SOURCES,103849487,724872,285183
26079,2008,US-TOTAL,INDUSTRIAL COGEN,COAL,44888391,406829,91631
26080,2008,US-TOTAL,INDUSTRIAL COGEN,NATURAL GAS,51081448,751,98012
26081,2008,US-TOTAL,INDUSTRIAL COGEN,OTHER GASES,9353,310,17239
26082,2008,US-TOTAL,INDUSTRIAL COGEN,OTHER BIOMASS,0,1176,2978
26083,2008,US-TOTAL,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,206038,58753
26084,2008,US-TOTAL,INDUSTRIAL COGEN,OTHER,788250,6700,1336
26085,2008,US-TOTAL,INDUSTRIAL COGEN,PETROLEUM,7082045,103068,15234
26086,2008,US-TOTAL,INDUSTRIAL NON-COGEN,ALL SOURCES,2825893,6270,14793
26087,2008,US-TOTAL,INDUSTRIAL NON-COGEN,COAL,1625226,3741,1657
26088,2008,US-TOTAL,INDUSTRIAL NON-COGEN,NATURAL GAS,1179291,6,8794
26089,2008,US-TOTAL,INDUSTRIAL NON-COGEN,OTHER GASES,0,24,3180
26090,2008,US-TOTAL,INDUSTRIAL NON-COGEN,OTHER BIOMASS,0,460,56
26091,2008,US-TOTAL,INDUSTRIAL NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,1988,827
26092,2008,US-TOTAL,INDUSTRIAL NON-COGEN,PETROLEUM,21376,51,279
26093,2008,US-TOTAL,IPP NAICS-22 COGEN,ALL SOURCES,111136622,151190,112828
26094,2008,US-TOTAL,IPP NAICS-22 COGEN,COAL,43311108,139505,48399
26095,2008,US-TOTAL,IPP NAICS-22 COGEN,NATURAL GAS,62374588,348,48747
26096,2008,US-TOTAL,IPP NAICS-22 COGEN,OTHER GASES,614,74,2008
26097,2008,US-TOTAL,IPP NAICS-22 COGEN,OTHER BIOMASS,0,94,3954
26098,2008,US-TOTAL,IPP NAICS-22 COGEN,WOOD AND WOOD DERIVED FUELS,0,385,2807
26099,2008,US-TOTAL,IPP NAICS-22 COGEN,OTHER,1566933,1443,3074
26100,2008,US-TOTAL,IPP NAICS-22 COGEN,PETROLEUM,3883379,9341,3839
26101,2008,US-TOTAL,IPP NAICS-22 NON-COGEN,ALL SOURCES,637407100,1924597,682519
26102,2008,US-TOTAL,IPP NAICS-22 NON-COGEN,COAL,463864096,1894004,528044
26103,2008,US-TOTAL,IPP NAICS-22 NON-COGEN,GEOTHERMAL,350501,0,0
26104,2008,US-TOTAL,IPP NAICS-22 NON-COGEN,NATURAL GAS,152500588,761,45409
26105,2008,US-TOTAL,IPP NAICS-22 NON-COGEN,OTHER GASES,1128,0,251
26106,2008,US-TOTAL,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,325,55802
26107,2008,US-TOTAL,IPP NAICS-22 NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,1032,6895
26108,2008,US-TOTAL,IPP NAICS-22 NON-COGEN,OTHER,9575402,3589,35173
26109,2008,US-TOTAL,IPP NAICS-22 NON-COGEN,PETROLEUM,11115385,24886,10945
26110,2008,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,2484012111,7829798,3330223
26111,2008,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,COAL,2001806441,7351458,2680166
26112,2008,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,381259,0,0
26113,2008,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,419598752,2821,350963
26114,2008,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,15750,408,23490
26115,2008,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,2065,81987
26116,2008,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,209714,71422
26117,2008,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,OTHER,14354494,13070,47661
26118,2008,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,47855415,250262,74534
26119,2008,UT,COMMERCIAL COGEN,ALL SOURCES,4609,0,268
26120,2008,UT,COMMERCIAL COGEN,NATURAL GAS,4609,0,268
26121,2008,UT,COMMERCIAL NON-COGEN,ALL SOURCES,0,0,193
26122,2008,UT,COMMERCIAL NON-COGEN,OTHER BIOMASS,0,0,193
26123,2008,UT,ELECTRIC UTILITY,ALL SOURCES,37512682,19223,63572
26124,2008,UT,ELECTRIC UTILITY,COAL,34618488,19201,61879
26125,2008,UT,ELECTRIC UTILITY,GEOTHERMAL,6533,0,0
26126,2008,UT,ELECTRIC UTILITY,NATURAL GAS,2854464,14,1580
26127,2008,UT,ELECTRIC UTILITY,PETROLEUM,33197,8,113
26128,2008,UT,INDUSTRIAL COGEN,ALL SOURCES,88614,1,450
26129,2008,UT,INDUSTRIAL COGEN,NATURAL GAS,88614,1,450
26130,2008,UT,INDUSTRIAL NON-COGEN,ALL SOURCES,1015839,2664,0
26131,2008,UT,INDUSTRIAL NON-COGEN,COAL,1011615,2664,0
26132,2008,UT,INDUSTRIAL NON-COGEN,NATURAL GAS,4224,0,0
26133,2008,UT,IPP NAICS-22 COGEN,ALL SOURCES,53617,4,10
26134,2008,UT,IPP NAICS-22 COGEN,OTHER,53617,4,10
26135,2008,UT,IPP NAICS-22 NON-COGEN,ALL SOURCES,705238,446,576
26136,2008,UT,IPP NAICS-22 NON-COGEN,COAL,475543,445,536
26137,2008,UT,IPP NAICS-22 NON-COGEN,NATURAL GAS,229695,1,40
26138,2008,UT,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,39380599,22338,65069
26139,2008,UT,TOTAL ELECTRIC POWER INDUSTRY,COAL,36105646,22310,62415
26140,2008,UT,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,6533,0,0
26141,2008,UT,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,3181606,16,2338
26142,2008,UT,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,0,193
26143,2008,UT,TOTAL ELECTRIC POWER INDUSTRY,OTHER,53617,4,10
26144,2008,UT,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,33197,8,113
26145,2008,VA,COMMERCIAL COGEN,ALL SOURCES,332752,23,1325
26146,2008,VA,COMMERCIAL COGEN,COAL,106016,0,0
26147,2008,VA,COMMERCIAL COGEN,OTHER,226736,23,1325
